author,book,records
Миңйыһан Хәлитова,"Миңйыһан_Хәлитова_Ҡон_Фирҙәт_Ғәлиев_уҡый,_1998",1
Миңйыһан Хәлитова,"Миңйыһан_Хәлитова_Ҡон_Фирҙәт_Ғәлиев_уҡый,_1998_1",1
Миңлегөл Хисмәтуллина,Миңлегөл_Хисмәтуллина_Бер_һүҙ_берәгәйле_һүҙ_Нәйлә_Ғәләуетдинова,1
Мостай Кәрим,"Мостай_Кәрим_Аҡ_оя_Олег_Ханов_уҡый,_1991",1
Мостай Кәрим,"Мостай_Кәрим_Йыл_миҙгелдәре_Олег_Ханов_уҡый,_1991_2",1
Мостай Кәрим,"Мостай_Кәрим_Ҡарғалар_хөкөмө_Нурия_Ирсаева_уҡый,_2009_2",1
Мәжит Ғафури,"Мәжит_Ғафури_Ҡыр_ҡаҙы_Илсөйәр_Ғәзетдинова_уҡый,_1980",1
Мәрйәм Бураҡаева,Мәрйәм_Бураҡаева_Атайымдың_улы_булмағас_Хөрмәтулла_Үтәшев_менән,1
Мәрйәм Бураҡаева,Мәрйәм_Бураҡаева_Дала_моңо_Илшат_Йомағолов_менән_Илсөйәр_Ғәзетдинова,1
Мәрйәм Бураҡаева,"Мәрйәм_Бураҡаева_Киҫәкбикә_Рәмзиә_Хисамова_уҡый,_2011",1
Мәрйәм Бураҡаева,"Мәрйәм_Бураҡаева_Көҙгө_ысыҡтар_Гөлли_Мөбәрәкова_уҡый,_1982",1
Мәрйәм Бураҡаева,"Мәрйәм_Бураҡаева_Ҡорама_юрған_Рәмилә_Сәлимгәрәйева_уҡый,_2013",1
Мәрйәм Бураҡаева,"Мәрйәм_Бураҡаева_Һылыу_Рәмилә_Сәлимгәрәйева_уҡый,_2010",1
Мәрйәм Бураҡаева,Таңғы ысыҡтар,1
Мәрйәм Бураҡаева,Төш,1
"Мәрйәм Бураҡаева. ,,Аҡтүш,, хикәйә.","Мәрйәм_Бураҡаева_,,Аҡтүш,,_хикәйә_Илшат_Йомағолов_уҡый_",1
Мәрйәм Күсмәева,"Мәрйәм_Күсмәева_Сания_апай_Илсөйәр_Ғәзетдинова_уҡый,_2010",1
Мәхмүт Хужин,"Мәхмүт_Хужин_Яттар_мөһөрө_1_сө_бүлек_Илдар_Ғүмәров_уҡый,_2013",1
Мәхмүт Хужин,"Мәхмүт_Хужин_Яттар_мөһөрө_2_сө_бүлек_Илдар_Ғүмәров_уҡый,_2013",1
Мәхмүт Хужин,"Мәхмүт_Хужин_Яттар_мөһөрө_3_сө_бүлек_Илдар_Ғүмәров_уҡый,_2013",1
Мәүлет Ямалетдинов,"Мәүлет_Ямалетдинов_Һуңғы_тартай_Хәмит_Яруллин_уҡый,_1999",1
Мәүлит Ямалетдинов,"Мәүлит_Ямалетдинов_Бүләк_Әхәт_Мортазин_уҡый,_1994",1
Мөкәрәмә Саҙыҡова,"Мөкәрәмә_Саҙыҡова_Ҡоҙалар_Сафура_Аҫылбаева_уҡый,_1969",1
Мөнир Ҡунафин,Мөнир_Ҡунафин_Кайнозой_хикәйәһе_Автор_уҡый,1
Мөнир Ҡунафин,Мөнир_Ҡунафин_Соҡор_2_се_тапшырыу_2,1
Мөнир Ҡунафин,Мөнир_Ҡунафин_Соҡор_3_сө_тапшырыу_2,1
Мөнир Ҡунафин,Мөнир_Ҡунафин_Тәңре_өрөк_ҡапҡанда_1_се_тапшырыу_Илдар_Ғүмәров_менән,1
Мөнир Ҡунафин,Мөнир_Ҡунафин_Тәңре_өрөк_ҡапҡанда_2_се_өлөш_Илдар_Ғүмәров_менән,1
Мөнир Ҡунафин -,Мөнир_Ҡунафин_Соҡор_1_се_тапшырыу_2,1
Мөслим Әбсәләмов,"Мөслим_Әбсәләмов_Һуңғы_бейеклек_Минзәлә_Хәйруллина_уҡый,_2011",1
Мөхтәр Сабитов,"Мөхтәр_Сабитов_Көт_һин_мине,_Рәйсә_Заһир_Вәлитов_уҡый,_2012",1
Мөхтәр Сәғитов,Мөхтәр_Сәғитов_Томанлы_иртә_ине_Айсыуаҡ_Йомағолов_менән_Рәмзиә_Хисамова,1
Мөхтәр Сәғитов,"Мөхтәр_Сәғитов_Урман_ҡуйынында_Әхәт_Мортазин_уҡый,_1994",1
Мөхтәр Сәғитов,"Мөхтәр_Сәғитов_Ғүмерлеккә_ҡалған_яра_Әхәт_Мортазин_уҡый,_1994",1
Мөхәммәт Хәйҙәров,Мөхәммәт_Хәйҙәров_Китмәҫ_өсөн_килдем_Аҙағы_Камил_Аҡсурин_уҡы,1
Мөхәммәт Хәйҙәров,Мөхәммәт_Хәйҙәров_Китмәҫ_өсөн_килдем_Башы_Камил_Аҡсурин_уҡый,1
Мөхәммәт Хәйҙәров,Мөхәммәт_Хәйҙәров_Китмәҫ_өсөн_килдем_Дауамы_1_Камил_Аҡсурин_,1
Мөҙәрис Багаев,Мөҙәрис_Багаев_Мәк_сәскәһе_Рәмилә_Сәлимгәрәева_менән_актер_Фаяз,1
Нажия Игеҙйәнова,"Нажия_Игеҙйәнова_Баһа_Лира_Фәйзуллина_уҡый,_1992",1
Нажиә Игеҙйәнова,Нажиә_Игеҙйәнова_Көндәш_Рәмилә_Сәлимгәрәева_уҡый_2017,1
Нажиә Игеҙйәнова,"Нажиә_Игеҙйәнова_Онотолған_көй_Илсөйәр_Ғәзетдинова_уҡый,_2001",1
Нажиә Игеҙйәнова,"Нажиә_Игеҙйәнова_Рәнйеш_Фирҙәт_Ғәлиев_уҡый,_2010",1
Наза Әхмәҙиева,"Наза_Әхмәҙиева_Рәнйемә_миңә,_олатай_Нурия_Ирсаева_уҡый,_2009",1
Наил Ғәйетбаев,"Наил_Ғәйетбаев_Ритайым_Әхәт_Мортазин_уҡый,_1990",1
Наил Ғәйетбаев,"Наил_Ғәйетбаев_Хәмит_тау_Илшат_Йомағолов_уҡый,_1985",1
"Наилә Ғәләүетдинова менән Ғәлимнур Бикбулатов уҡый, 1984 йылғы яҙма",Наилә_Ғәләүетдинова_менән_Ғәлимнур_Бикбулатов_Ғәлим_Хисамов_Ғүмер,1
Неизвестен,Неизвестен_Мөхәббәт_өсөн_яза_Ринат_Камалов,1
Неизвестен,"Неизвестен_Әхиәр_Хәкимов_Дауылдан_ҡотолоу_юҡ,_1_се_бүлек",1
Неизвестен,"Неизвестен_Әхиәр_Хәкимов_Дауылдан_ҡотолоу_юҡ,_2_се_бүлек",1
Неизвестный артист,"Неизвестный_артист_Әхиәр_Хәкимов_Дауылдан_ҡотолоу_юҡ,_3_сө_бүлек",1
Нияз Алсынбаев,"Нияз_Алсынбаев_,,Серле_мосафир,,_1_се_тапшырыу",1
Нияз Алсынбаев,Нияз_Алсынбаев_Серле_мосафир_2_се_тапшырыу,1
Нияз Алсынбаев,Нияз_Алсынбаев_Серле_мосафир_3_сө_тапшырыу,1
Нияз Алсынбаев,Нияз_Алсынбаев_Серле_мосафир_4_се_тапшырыу,1
Нияз Алсынбаев,Нияз_Алсынбаев_Серле_мосафир_5_се_тапшырыу,1
Ноғман Мусин,"Ноғман_Мусин_Китмә,_китмә,_һандуғас_Олег_Ханов_менән_Светлана_Хәкимова",1
Ноғман Мусин,"Ноғман_Мусин_Һуңғы_солоҡ_1_се_тапшырыу_Әхтәм_Әбүшахманов_уҡый,_1996",1
Ноғман Мусин,"Ноғман_Мусин_Һуңғы_солоҡ_2_се_тапшырыу_Әхтәм_Әбүшахманов_уҡый,_1996",1
Ноғман Мусин,"Ноғман_Мусин_Һуңғы_солоҡ_3_се_тапшырыу_Әхтәм_Әбүшахманов_уҡый,_1996",1
Ноғман Мусин,Ноғман_Мусин_Һуңғы_солоҡ_4_се_тапшырыу_Аҙағы_Әхтәм_Әбүшахманов_уҡый,1
Ноғман Мусин,"Ноғман_Мусин_Әйтелмәй_ҡалған_һүҙ_Фирҙәт_Ғәлиев_уҡый,_2001",1
Ноғман Мусин,"Ноғман_Мусин_Әлфирә_килен_Әхәт_Мортазин_уҡый,_2009_",1
Нурислам Шәйхулов,"Нурислам_Шәйхулов_Ҡаҙ_бәпкәләре_ҡара_Илһөйәр_Ғәзетдинова_уҡый,_2009",1
"Олег Ханов уҡый, 2011 йылғы яҙма.","Олег_Ханов_уҡый,_2011_йылғы_яҙма_Фридеберг_Туглас_Диңгеҙ_инәһе,",1
Р. Сәлимгәрәева уҡый.,Р_Сәлимгәрәева_уҡый_Тоҙло_тормош_Хикәйә_Ф_Аҡбулатова_,1
Радио фондынан,"Радио_фондынан_Ярулла_Вәлиев_Хәйерле_иртә,_Исмәғил!",1
Рамазан Ҡотошев,"Рамазан_Ҡотошев_Муксен_Хәмит_Яруллин_уҡый,_2004",1
Рамазан Ҡотошов,"Рамазан_Ҡотошов_Имгәнгән_йәшлек_Әхәт_Мортазин,_Илдар_Ғүмәров_һәм",1
Рафаэль Зиннуров,"Рафаэль_Зиннуров_Вәхшилек_Әхәт_Мортазин_уҡый,_1994",1
Ринат Камал,"Ринат_Камал_Бейек_йондоҙҙар_Әхәт_Мортазин_уҡый,_1999",1
Ринат Камал,"Ринат_Камал_Ике_ғүмер_1_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003",1
Ринат Камал,"Ринат_Камал_Ике_ғүмер_2_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003",1
Ринат Камал,"Ринат_Камал_Ике_ғүмер_3_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003",1
Ринат Камал,"Ринат_Камал_Ике_ғүмер_4_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003",1
Ринат Камал,"Ринат_Камал_Ике_ғүмер_5_се_бүлек_Илсөйәр_Ғәзетдинова_уҡый,_2003",1
Ринат Камалов,"Ринат_Камалов_Бәлә_1_се_бүлек_Заһир_Вәлитов_уҡый,_1996",1
Ринат Камалов,"Ринат_Камалов_Бәлә_2,_3_се_бүлектәр_Заһир_Вәлитов_уҡый,_1996",1
Ринат Камалов,"Ринат_Камалов_Бәлә_4,_5_се_бүлектәр_Заһир_Вәлитов_уҡый,_1996",1
Ринат Камалов,"Ринат_Камалов_Бәрәкәтле_төбәк_Хөрмәтулла_Үтәшев_уҡый,_1989",1
Ринат Камалов,"Ринат_Камалов_Ҡон_Хәмит_Яруллин_уҡый,_1991",1
Риф Мифтахов,"Риф_Мифтахов_Ҡаза_ике,_үлем_бер_Әхәт_Мортазин_уҡый,_2003",1
Роберт Байымов,"Роберт_Байымов_Алданыу_повесы_1_се_өлөш_Әхәт_Мортазин_уҡый,_",1
Роберт Байымов,"Роберт_Байымов_Алданыу_повесы_1_се_өлөш_Әхәт_Мортазин_уҡый,_2018",1
Роберт Байымов,"Роберт_Байымов_Алданыу_повесы_2_се_өлөш_Әхәт_Мортазин_уҡый,_",1
Роберт Байымов,"Роберт_Байымов_Алданыу_повесы_2_се_өлөш_Әхәт_Мортазин_уҡый,_2018",1
Роберт Байымов,"Роберт_Байымов_Алданыу_повесы_3_сө_өлөш_Әхәт_Мортазин_уҡый,_",1
Роберт Байымов,"Роберт_Байымов_Алданыу_повесы_3_сө_өлөш_Әхәт_Мортазин_уҡый,_2018",1
Роберт Байымов,"Роберт_Байымов_Командировка_Олег_Ханов_уҡый,_1987",1
Роберт Байымов,Роберт_Байымов_Никах_яңыртыу_Миңзәлә_Хәйруллина_менән_Фаяз_Солтанов,1
Роберт Байымов,Роберт_Байымов_Тәүбә_итеү_хикәйә,1
Роберт Байымов,"Роберт_Байымов_Хазина_Заһир_Вәлитов_уҡый,_1989",1
Роберт Байымов,"Роберт_Байымов_Ҡон_1,2_өлөш_Рәмилә_Сәлимгәрәева_уҡый,_2009",1
Руфина Хәсәнова,"Руфина_Хәсәнова_Икәү_Нурия_Ирсаева_уҡый,_2012",1
Рәйлә Сабитова,Рәйлә_Сабитова_Өлкәнәйеү_1_се_тапшырыу_Алһыу_Бәхтиева_уҡый,1
Рәйлә Сабитова,Рәйлә_Сабитова_Өлкәнәйеү_2_се_тапшырыу_Алһыу_Бәхтиева_уҡый,1
Рәйлә Сабитова,Рәйлә_Сабитова_Өлкәнәйеү_3_сө_тапшырыу_Алһыу_Бәхтиева_уҡый,1
Рәйсә Бикҡолова,Рәйсә_Бикҡолова_Йән_тартмаһа_Хәмит_Яруллин_менән_Наилә_Ғәләүетдинова,1
Рәйсә Биҡҡолова,Рәйсә_Биҡҡолова_Онотолмаҫ_моң_Роза_Кәримова_һәм_Фидан_Ғафаров_уҡый;,1
Рәйсә Хәйруллина,"Рәйсә_Хәйруллина_Яңғыҙ_миләш_Илнур_Лоҡманов_уҡый,_2010",1
Рәлис Ураҙғолов,"Рәлис_Ураҙғолов_Ҡатын,_1_се_бүлек_Рәмилә_Сәлимгәрәева_уҡый,_2008",1
Рәлис Ураҙғолов,"Рәлис_Ураҙғолов_Ҡатын,_2_се_бүлек_Рәмилә_Сәлимгәрәева_уҡый,_2008",1
Рәмзил Сәлмәнов уҡыуында 2024 йылғы яҙма,"Рәмзил_Сәлмәнов_уҡыуында_2024_йылғы_яҙма_Роберт_Байымов,_Каруан",1
Рәмзил Сәлмәнов уҡыуында 2024 йылғы яҙма.,Рәмзил_Сәлмәнов_уҡыуында_2024_йылғы_яҙма_Роберт_Байымоа_Каруан_килә,1
Рәмзил Сәлмәнов уҡыуында 2024 йылғы яҙма.,Рәмзил_Сәлмәнов_уҡыуында_2024_йылғы_яҙма_Роберт_Байымов_Каруан_килә,1
"Рәмзиә Хисамова уҡый, 1996 йылғы яҙма.","Рәмзиә_Хисамова_уҡый,_1996_йылғы_яҙма_Көс_алам_мин_ҡояш_нурынан",1
Рәмил Байбулатов,"Рәмил_Байбулатов_Бер_матур_иртәлә_Хәким_Хәйретдинов_уҡый,_1976",1
Рәмил Дәүләтҡолов,"Рәмил_Дәүләтҡолов_Ауҙағы_суртан_Хөрмәтулла_Үтәшев_уҡый,_1989",1
Рәсүл Сәғитов,"Рәсүл_Сәғитов_Ҡарғыш_Хөрмәтулла_Үтәшев_уҡый,_1991",1
Рәшит Солтангәрәев,Рәшит_Солтангәрәев_Осто_бөркөт_1_се_тапшырыу_Әхәт_Мортазин_уҡый,1
Рәшит Солтангәрәев,Рәшит_Солтангәрәев_Осто_бөркөт_2_се_тапшырыу_Әхәт_Мортазин_уҡый,1
Рәшит Солтангәрәев,Рәшит_Солтангәрәев_Осто_бөркөт_3_се_тапшырыу_Әхәт_Мортазин_уҡый,1
Рәшит Солтангәрәев,Рәшит_Солтангәрәев_Осто_бөркөт_4_се_тапшырыу_Әхәт_Мортазин_уҡый,1
Рәшит Солтангәрәев,Рәшит_Солтангәрәев_Осто_бөркөт_5_се_тапшырыу_Әхәт_Мортазин_уҡый,1
Рәшит Солтангәрәев,Рәшит_Солтангәрәев_Осто_бөркөт_6_се_тапшырыу_Әхәт_Мортазин_уҡый,1
Рәшит Солтангәрәев,"Рәшит_Солтангәрәев_Ҡотҡарыусы_Хәмит_Яруллин_уҡый,_1989",1
Рәшит Солтангәрәев,"Рәшит_Солтангәрәев_Ҡылынмаған_гонаһ_Хәмит_Яруллин_уҡый,_1989",1
Рәшит Солтангәрәев,Туй көнөндә,1
"Рәшит Солтангәрәев ""ЯЗА""",Рәшит_Солтангәрәев_ЯЗА_Олег_Ханов_уҡый,1
Рәшит Солтангәрәйев,"Рәшит_Солтангәрәйев_Көҙ_Олег_Ханов_уҡый,_1990",1
Рәшит Солтангәрәйев,"Рәшит_Солтангәрәйев_Хамбал_Олег_Ханов_уҡый,_1990",1
Рөстәм Зарипов,"Рөстәм_Зарипов_Төрмәләге_уйланыуҙар_Лира_Фәйзуллина_уҡый,_1994",1
Сабир Шәрипов,"Сабир_Шәрипов_Хыянат_Светлана_Хәкимова_уҡый,_1998",1
Сабир Шәрипов,"Сабир_Шәрипов_Хыянат_Светлана_Хәкимова_уҡый,_1998_без_фонограммы",1
Сабир Шәрипов,Сабир_Шәрипов_Яр_буйында_уйланыу,1
Сабир Шәрипов,"Сабир_Шәрипов_Ҡараҡ_Хәмит_Яруллин_уҡый,_1990",1
Самат Мөхәмәтйәнов,"Самат_Мөхәмәтйәнов_Исемем_Алаҡай_1_се_өлөш_Хәмит_Яруллин_уҡый,_2002",1
Самат Мөхәмәтйәнов,"Самат_Мөхәмәтйәнов_Исемем_Алаҡай_2,_3_өлөш_Хәмит_Яруллин_уҡый,_2002",1
Сара Сәфәрова,Сара_Сәфәрова_Бәхет_хаҡына_Илһөйәр_Ғизетдинова_менән_Әхәт_Мортазин,1
Сара Сәфәрова,Сара_Сәфәрова_Осратырға_ине_үҙҙәрен_Ғәлимнур_Бикбулатов_менән_Лира,1
Сара Сәфәрова,Сара_Сәфәрова_Һөйөү_яҙын_тик_бер_көтәләр_Наилә_Ғәләүетдинова_уҡый,1
Сулпан Иманғолов,"Сулпан_Иманғолов_Ҡара_ҡырау_ҡырған_затлы_сәскәләр_1,_2_бүлек_Наилә",1
Суфиян Поварисов,"Суфиян_Поварисов_Алтынайҙың_аҡ_аҡылы_Хәмит_Яруллин_уҡый,_2007",1
Суфиян Поварисов,"Суфиян_Поварисов_Беҙ_фронттан_ҡайтҡанда_Фирҙәт_Ғәлиев_уҡый,_2010",1
Сыңғыҙ Айтматов,Сыңғыҙ_Айтматов_Беренсе_уҡытыусы_Роза_Кәримова_уҡый;_тәржемәсеһе,1
Сәлимйән Бәҙретдинов,"Сәлимйән_Бәҙретдинов_Ҡоһор_1,2_өлөш_Миңзәлә_Хәйруллина_уҡый,_2013",1
Сәлимйән Бәҙретдинов,Сәлимйән_Бәҙретдинов_Ҡәйнә_менән_кейәү_Рәмзил_Сәлмәнов_уҡый,1
"Сәүиә Сираева уҡый, 1998 йылғы яҙма.","Сәүиә_Сираева_уҡый,_1998_йылғы_яҙма_Зөһрә_Ҡотлогилдина_Ике_күрше",1
Т.Ғиниәтуллин,Т_Ғиниәтуллин_Колчак_алтыны_1_се_өлөш_Ирек_Булатов_уҡый,1
Т.Ғиниәтуллин,Т_Ғиниәтуллин_Колчак_алтыны_2_се_өлөш_Ирек_Булатов_уҡый,1
Т.Ғиниәтуллин,Т_Ғиниәтуллин_Колчак_алтыны_3_сө_өлөш_Ирек_Булатов_уҡый,1
Тайфур Сәғитов,Тайфур_Сәғитов_Ир_егеткәй_иңрәмәй_ул_хикәйәһе_1_се_тапшырыу_Марат,1
Тайфур Сәғитов,Тайфур_Сәғитов_Ир_егеткәй_иңрәмәй_ул_хикәйәһе_2_се_тапшырыу_Марат,1
Тайфур Сәғитов,Тайфур_Сәғитов_Сиң_Әхәт_Мортазин_уҡый,1
Талха Ғиниәтуллин,"Талха_Ғиниәтуллин_Колчак_алтыны_Булат_Иреков_уҡый,_2014",1
Талха Ғиниәтуллин,"Талха_Ғиниәтуллин_Мәтрүшкә_еҫе_Әмир_Әминев_тәржемәһе,_Әхтәм_Абушахманов",1
Талха Ғиниәтуллин,"Талха_Ғиниәтуллин_Тынғылыҡ_бирмәҫ_хәтер_Әхтәм_Абушахманов_уҡый,",1
Талха Ғиниәтуллин,"Талха_Ғиниәтуллин_Тыуған_тупһа_янында_1,2_се_өлөштәр_Әхтәм_Абушахманов",1
Талха Ғиниәтуллин,Талха_Ғиниәтуллин_Хоҙайбирҙиндың_ҡайтыуы_Әхтәм_Абушахманов_уҡый,1
Талха Ғиниәтуллин,Талха_Ғиниәтуллин_Шәмсетдин_һәм_Шәмсура_Әхтәм_Абушахманов_уҡы,1
Талха Ғиниәтуллин,"Талха_Ғиниәтуллин_Әсә_һәм_бала_1_се_өлөш_Алһыу_Бәхтиева_уҡый,_2012",1
Талха Ғиниәтуллин,"Талха_Ғиниәтуллин_Әсә_һәм_бала_2_се_өлөш_Алһыу_Бәхтиева_уҡый,_2012",1
Тамара Ғәниева,"Тамара_Ғәниева_Никах_Зилә_Дибаева_уҡый,_1993",1
"Тамара Ғәниева ,,Йәрәшеү,,","Тамара_Ғәниева_,,Йәрәшеү,,_Зилә_Дибаева_уҡый_",1
Таңсулпан Ғарипова,"Таңсулпан_Ғарипова_Аҫыл_ташлы_муйынсаҡ_Алһыу_Бәхтиева_уҡый,_2",1
Таңсулпан Ғарипова,"Таңсулпан_Ғарипова_Ялан_сейәһе_Рәмзиә_Хисамова_уҡый,_1997",1
Таңһылыу Ғәйнуллина,"Таңһылыу_Ғәйнуллина_Ғәфү_ит,_әсәй_Миңзәлә_Хәйруллина_уҡый,_2017",1
Таһир Таһиров,"Таһир_Таһиров_Портрет,_1,2_се_бүлектәр_Олег_Ханов,_Заһир_Вәлитов",1
Тимер Йосопов,"Тимер_Йосопов_Күк_бүре_Камил_Аҡсурин_уҡый,_1995",1
Тимерғәле Килмөхәмәтов,"Тимерғәле_Килмөхәмәтов_Турайғыр_Фаяз_Солтанов_уҡый,_1996",1
Тимерғәле Килмөхәмәтов,"Тимерғәле_Килмөхәмәтов_Урман_моңо_Илдар_Ғүмәров_уҡый,_2011",1
Тимерғәле Килмөхәмәтов,"Тимерғәле_Килмөхәмәтов_Хаҡлыҡ_үлмәй_1,_2_сы_өлөш_Әхәт_Мортазин_уҡый",1
Тимерғәле Килмөхәмәтов,"Тимерғәле_Килмөхәмәтов_Хаҡлыҡ_үлмәй_3,_4_сы_өлөш_Әхәт_Мортазин_уҡый",1
Тимерғәле Килмөхәмәтов,"Тимерғәле_Килмөхәмәтов_Хаҡлыҡ_үлмәй_5,_6_сы_өлөш_Әхәт_Мортазин_уҡый",1
Тимерғәле Килмөхәмәтов,"Тимерғәле_Килмөхәмәтов_Һуңғы_фронтовик_Заһир_Вәлитов_уҡый,_2010",1
Тимерғәли Килмөхәмәтов,"Тимерғәли_Килмөхәмәтов_Аҡбирҙе_алмалары_Автор_уҡый,_2015",1
Түләк Ғирфанов,"Түләк_Ғирфанов_Фәйрүзә_Нурия_Ирсаева_уҡый,_2009",1
Түләк Ғирфанов,"Түләк_Ғирфанов_Фәйрүзә_Нурия_Ирсаева_уҡый,_2009_1",1
Тәнзилә Дәүләтбирҙина,Тәнзилә_Дәүләтбирҙина_Зөһрәкәй_1_се_тапшырыу,1
Тәнзилә Дәүләтбирҙина,Тәнзилә_Дәүләтбирҙина_Зөһрәкәй_2_се_тапшырыу,1
Тәнзилә Дәүләтбирҙина.,Тәнзилә_Дәүләтбирҙина_Минең_ғаиләм_1_се_өлөш_,1
Тәнзилә Дәүләтбирҙина.,Тәнзилә_Дәүләтбирҙина_Минең_ғаиләм_2_се_өлөш_,1
Тәскирә Даянова,"Тәскирә_Даянова_Мөғжизәгә_ышанам_Алһыу_Бәхтиева_уҡый,_2011",1
Тәскирә Даянова,"Тәскирә_Даянова_Һомай_Фирҙәт_Ғәлиев_уҡый,_1998",1
Төхвәт Йәнәби,"Төхвәт_Йәнәби_Ҡыйыҡһыҙ_өйҙәр_Зәйни_Иғдәүләтов_уҡый,_1972",1
Ф. Акбулатова.,Ф_Акбулатова_АҘАШЫУ_Хикәйә_А_Бәхтиева_уҡый_,1
Факил Мырҙаҡаев,"Факил_Мырҙаҡаев_Аҙашҡан_болан_балаһы_Илдар_Ғүмәров_уҡый,_2006",1
Фаҡил Мырҙаҡаев,"Фаҡил_Мырҙаҡаев_Юл_сатында_Илдар_Ғүмәров_уҡый,_2000",1
Финә Латыпова,"Финә_Латыпова_Зәхмәтле_донъя_Миңзәлә_Хәйруллина_уҡый,_2001",1
Финә Латыпова,Финә_Латыпова_Тормош_ҡуласаһы_1_5_өлөш,1
Фирҙәт Ғәлиев уҡый,Фирҙәт_Ғәлиев_уҡый_Билән_тауы_Басир_Мәһәҙиев,1
Фирҙәүиси,"Фирҙәүиси_Шахнамә_Тәржемәсеһе_Рафаэл_Зиннуров,_Әхтәм_Абушахманов",1
Фирүзә Ғатауллина,"Фирүзә_Ғатауллина_Әсәнең_йоҡоһоҙ_төнө_Рәмилә_Сәлимгәрәева_уҡый,",1
Флүр Ғазин,"Флүр_Ғазин_Бапаҡ_Миңзәлә_Хәйруллина_уҡый,_2000",1
Флүр Ғазин,"Флүр_Ғазин_Ҡасҡын_Хөрмәтулла_Үтәшев_уҡый,_1992",1
Флүр Ғәлимов,",,Һары ләләләр,,",1
Флүр Ғәлимов,"Флүр_Ғәлимов_Һары_ләләләр_Фәрүәз_Урманшин_уҡый,_1997",1
Фәйзи Ғүмәров,"Фәйзи_Ғүмәров_Олатай_дипломат_Тимур_Муллабаев_уҡый,_1979",1
Фәниҙә Исхаҡова,"Фәниҙә_Исхаҡова_Кеше_күсермә_Миңзәлә_Хәйруллина_уҡый,_2000",1
Фәниҙә Исхаҡова,"Фәниҙә_Исхаҡова_Хөкөмсеһе_кем_Рәмилә_Сәлимгәрәева_уҡый,_2007",1
Фәрзәнә Аҡбулатова,Мәжнүн,1
Фәрзәнә Аҡбулатова,Фәрзәнә_Аҡбулатова_Аждаһаның_алтын_асҡысы_2011,1
Фәрзәнә Аҡбулатова,"Фәрзәнә_Аҡбулатова_Атай_икмәге_Илсөйәр_Ғәзетдинова_уҡый,_1996",1
Фәрзәнә Аҡбулатова,"Фәрзәнә_Аҡбулатова_Аҙашҡанбыҙ,_табалмайса_үҙебеҙҙе_Илһөйәр_Ғизетдинова",1
Фәрзәнә Аҡбулатова,"Фәрзәнә_Аҡбулатова_Йондоҙло_ямғыр_Рәмилә_Сәлимгәрәева_уҡый,_2003",1
Фәрзәнә Аҡбулатова,Фәрзәнә_Аҡбулатова_Мин_тынлыҡты_тыңланым_Артистар_Альберт_Шәйхетдинов,1
Фәрзәнә Аҡбулатова,Фәрзәнә_Аҡбулатова_Серле_туҫтаҡ,1
Фәрзәнә Аҡбулатова,"Фәрзәнә_Аҡбулатова_Тере_таш_Рәмилә_Сәлимгәрәева_уҡый,_2016",1
Фәрзәнә Аҡбулатова,"Фәрзәнә_Аҡбулатова_Тоҙло_тормош_Рәмилә_Сәлимгәрәева_уҡый,_1999",1
Фәрзәнә Аҡбулатова,"Фәрзәнә_Аҡбулатова_Юғалған_Зөһрә_ҡыҙ_Миңзәлә_Хәйруллина_уҡый,_1998",1
Фәрзәнә Аҡбулатова,"Фәрзәнә_Аҡбулатова_Янған_аттар_Автор_уҡый,_2015",1
Фәрзәнә Аҡбулатова,"Фәрзәнә_Аҡбулатова_Ҡабатланыу_Рәмилә_Сәлимгәрәева_уҡый,_2012",1
Фәрзәнә Аҡбулатова,"Фәрзәнә_Аҡбулатова_Һыңар_алҡа_Хөрмәт_Үтәшев_уҡый,_1995",1
Фәрзәнә Аҡбулатова.,"Фәрзәнә_Аҡбулатова_,,Атай_икмәге,,",1
Фәриҙә Ситдиҡова,Фәриҙә_Ситдиҡова_Хыялдағы_атай_1_се_өлөш_,1
Фәриҙә Ситдиҡова,Фәриҙә_Ситдиҡова_Хыялдағы_атай_2_се_өлөш_,1
Фәрүәз Урманшин уҡый,Фәрүәз_Урманшин_уҡый_Бармаҡ_буйы_бер_балыҡ_Гөлнара_Мостафина_Хикәйә,1
Фәрүәз Урманшин уҡый,"Фәрүәз_Урманшин_уҡый_Хикәйә_Ризыҡ_Авторы_Флүр_Ғәлимов,_2009_йылғы",1
Хәбир Дауытов,"Хәбир_Дауытов_Аҡтүш_Әхәт_Мортазин_уҡый,_2000",1
Хәбир Дауытов,"Хәбир_Дауытов_Йомран_Әхәт_Мортазин_уҡый,_2001",1
Хәйҙәр Тапаҡов,"Хәйҙәр_Тапаҡов_Дусар_ителгәндәр_Илһөйәр_Ғизетдинова_уҡый,_2005",1
Хәйҙәр Тапаҡов,"Хәйҙәр_Тапаҡов_Мөһөр_Олег_Ханов_уҡый,_2010",1
Хәйҙәр Тапаҡов,"Хәйҙәр_Тапаҡов_Офоҡтағы_йондоҙ_яҡтыһы_Әхтәм_Абушахманов_уҡый,_2006",1
